"SNAME","CNAME","DNAME","API13","API12","SD_SIG","EL_SIG","MEALS","YR_RND","ACS_K3","ACS_46","ENROLL","PCST_E28","alreadyInRIF","aiRIFtxt","mealsQuant","pcst_e28Quant","letter","LAT","LONG"
"BLANDFORD ELEMENTARY","LOS ANGELES","ROWLAND UNIFIED",927,"923","YES","YES",43,"NO","15","30",467,216.48,0,"No",1,4,"Out","33.97206","-117.898081"
"BLYTHE STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",738,"739","YES","YES",100,"NO","22","25",287,128.16,0,"No",3,1,"B","34.21382","-118.541491"
"BONITA CANYON ELEMENTARY","ORANGE","IRVINE UNIFIED",945,"944","NO","YES",3,"NO","27","34",343,156.96,0,"No",0,3,"P","33.633665","-117.813064"
"BONITA STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",808,"801","YES","YES",73,"NO","21","26",346,158.88,0,"No",1,3,"L","33.82808","-118.260441"
"BRADDOCK DRIVE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",860,"839","YES","YES",100,"NO","21","24",291,130.08,1,"Yes",3,2,"C","33.9926","-118.415951"
"BRADOAKS ELEMENTARY","LOS ANGELES","MONROVIA UNIFIED",814,"837","YES","YES",64,"NO","30","29",389,180.96,0,"No",1,4,"Out","34.14589","-117.984511"
"BRAGG ELEMENTARY","LOS ANGELES","ABC UNIFIED",870,"885","YES","YES",38,"NO","26","29",444,203.04,0,"No",0,4,"Out","33.855744","-118.088828"
"BRAINARD ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",752,"754","YES","NO",79,"NO","18","23",112,52.32,0,"No",2,0,"E","34.27738","-118.364611"
"BREA COUNTRY HILLS ELEMENTARY","ORANGE","BREA-OLINDA UNIFIED",896,"901","YES","YES",19,"NO","30","30",466,213.12,0,"No",0,4,"Out","33.92055","-117.870971"
"BREED STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",738,"752","YES","YES",100,"NO","22","29",326,144.48,1,"Yes",3,2,"C","34.0419","-118.213331"
"BRENTWOOD SCIENCE","LOS ANGELES","LOS ANGELES UNIFIED",839,"850","YES","YES",79,"NO","23","31",969,454.08,0,"No",2,4,"Out","34.05007","-118.473791"
"BRET HARTE ELEMENTARY","LOS ANGELES","BURBANK UNIFIED",878,"870","YES","NO",37,"NO","31","35",425,203.52,0,"No",0,4,"Out","34.180864","-118.346064"
"BRIDGE STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",684,"716","YES","YES",100,"NO","19","20",225,97.92,0,"No",3,0,"A","34.0528","-118.217081"
"BRIDGEPORT ELEMENTARY","LOS ANGELES","SAUGUS UNION",926,"941","NO","YES",7,"NO","29","30",777,359.04,0,"No",0,4,"Out","34.426663","-118.550752"
"BRIGHTWOOD ELEMENTARY","LOS ANGELES","ALHAMBRA UNIFIED",904,"909","YES","YES",48,"NO","25","32",802,375.84,0,"No",1,4,"Out","34.04643","-118.152461"
"BROAD AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",790,"798","YES","YES",87,"NO","24","26",521,240.48,0,"No",2,4,"Out","33.801066","-118.262988"
"BROADACRES AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",783,"786","YES","NO",72,"NO","21","27",154,68.64,1,"Yes",1,0,"I","33.854261","-118.239489"
"BROADWAY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",883,"884","YES","YES",100,"NO","20","23",175,80.64,0,"No",3,0,"A","33.99708","-118.462321"
"BROCKTON AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",776,"795","YES","YES",87,"NO","19","18",172,77.28,1,"Yes",2,0,"E","34.0441","-118.462831"
"BROOKHAVEN ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",917,"899","NO","NO",12,"NO","27","31",366,171.36,0,"No",0,4,"Out","33.89598","-117.860551"
"BROOKHURST ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",805,"833","YES","YES",80,"NO","27","28",365,162.72,0,"No",2,3,"H","33.78425","-117.960661"
"BROOKLYN AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",831,"814","YES","YES",84,"NO","22","26",470,214.56,0,"No",2,4,"Out","34.040258","-118.166644"
"BRYANT ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",813,"835","YES","YES",87,"NO","25","30",245,112.32,0,"No",2,1,"F","33.783583","-118.145075"
"BRYANT ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",794,"776","YES","YES",79,"NO","27","30",386,175.2,0,"No",2,4,"Out","33.79663","-117.987471"
"BRYANT RANCH ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",939,"938","NO","NO",10,"NO","23","33",383,179.52,0,"No",0,4,"Out","33.87955","-117.716543"
"BRYSON AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",850,"850","YES","YES",100,"NO","22","28",547,254.88,0,"No",3,4,"Out","33.94414","-118.192771"
"BRYWOOD ELEMENTARY","ORANGE","IRVINE UNIFIED",921,"919","NO","YES",13,"NO","27","30",465,218.4,0,"No",0,4,"Out","33.711232","-117.773445"
"BUCHANAN STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",758,"781","YES","YES",100,"NO","22","25",374,172.8,1,"Yes",3,4,"Out","34.11908","-118.206451"
"BUDLONG AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",725,"755","YES","YES",100,"NO","23","26",631,281.76,1,"Yes",3,4,"Out","33.98669","-118.295071"
"BUENA TERRA ELEMENTARY","ORANGE","CENTRALIA ELEMENTARY",885,"886","YES","YES",51,"NO","26","33",362,168.96,0,"No",1,4,"Out","33.84326","-118.020081"
"BUENA VISTA ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",791,"777","YES","YES",80,"NO","19","23",520,222.24,0,"No",2,4,"Out","34.554268","-118.03773"
"BUFORD ELEMENTARY","LOS ANGELES","LENNOX",792,"834","YES","YES",93,"NO","19","28",493,221.28,1,"Yes",3,4,"Out","33.937402","-118.364359"
"BURBANK BOULEVARD ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",874,"856","YES","YES",99,"NO","23","26",255,115.68,0,"No",3,1,"B","34.1712","-118.399241"
"BURBANK ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",773,"794","YES","YES",93,"NO","29","35",482,220.8,0,"No",3,4,"Out","33.7727","-118.164831"
"BURCHAM K-8","LOS ANGELES","LONG BEACH UNIFIED",772,"784","YES","YES",60,"NO","24","28",554,253.92,0,"No",1,4,"Out","33.821968","-118.122153"
"BURNETT ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",782,"768","YES","YES",96,"NO","30","34",471,214.08,0,"No",3,4,"Out","33.797236","-118.185912"
"BURSCH ELEMENTARY","LOS ANGELES","COMPTON UNIFIED",842,"856","YES","YES",65,"NO","24","27",347,155.52,0,"No",1,3,"L","33.89149","-118.254196"
"BURTON STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",807,"813","YES","YES",89,"NO","21","20",295,134.4,0,"No",2,2,"G","34.219263","-118.441661"
"BUSHNELL WAY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",738,"706","YES","YES",75,"NO","22","24",275,122.4,0,"No",1,1,"J","34.10255","-118.189251"
"C. C. LAMBERT ELEMENTARY","ORANGE","TUSTIN UNIFIED",776,"766","YES","YES",100,"NO","25","33",416,192.48,0,"No",3,4,"Out","33.73998","-117.816081"
"C. C. VIOLETTE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",779,"766","YES","YES",82,"NO","26","29",384,175.68,0,"No",2,4,"Out","33.78261","-117.921321"
"CABRILLO AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",765,"780","YES","YES",100,"NO","21","24",281,121.44,1,"Yes",3,1,"B","33.73742","-118.293631"
"CAHUENGA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",858,"873","YES","YES",100,"YES","22","28",551,254.88,0,"No",3,4,"Out","34.07054","-118.304491"
"CALABASH CHARTER ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",888,"877","NO","NO",21,"NO","23","28",250,117.12,0,"No",0,1,"N","34.15858","-118.629491"
"CALAHAN STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",830,"861","YES","YES",55,"NO","22","30",361,164.64,0,"No",1,3,"L","34.23728","-118.541461"
"CALIFORNIA ELEMENTARY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",833,"818","YES","YES",94,"NO","20","21",256,116.64,0,"No",3,1,"B","34.04465","-117.955"
"CALIFORNIA ELEMENTARY","LOS ANGELES","WEST COVINA UNIFIED",841,"849","YES","YES",80,"NO","20","27",417,189.6,0,"No",2,4,"Out","34.055869","-117.94691"
"CALIFORNIA ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",833,"839","YES","YES",45,"NO","24","32",282,131.04,0,"No",1,2,"K","33.68893","-117.925661"
"CALIFORNIA ELEMENTARY","ORANGE","ORANGE UNIFIED",738,"762","YES","YES",95,"NO","30","31",486,223.68,0,"No",3,4,"Out","33.80571","-117.842691"
"CALVERT STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",804,"808","YES","NO",62,"NO","20","24",243,109.92,0,"No",1,1,"J","34.18177","-118.565161"
"CAMBRIDGE ELEMENTARY","ORANGE","ORANGE UNIFIED",770,"775","YES","YES",81,"NO","30","30",369,169.44,0,"No",2,4,"Out","33.7942","-117.843251"
"CAMELLIA AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",747,"721","YES","YES",100,"NO","23","26",485,214.08,0,"No",3,4,"Out","34.20573","-118.382861"
"CAMERON ELEMENTARY","LOS ANGELES","WEST COVINA UNIFIED",865,"881","YES","YES",69,"NO","19","32",340,156.96,0,"No",1,3,"L","34.06211","-117.919741"
"CAMINO GROVE ELEMENTARY","LOS ANGELES","ARCADIA UNIFIED",932,"947","YES","YES",19,"NO","26","29",493,225.12,0,"No",0,4,"Out","34.124955","-118.017014"
"CAMINO NUEVO ACADEMY #2","LOS ANGELES","LOS ANGELES UNIFIED",866,"855","YES","YES",94,"NO","24","23",410,193.44,0,"No",3,4,"Out","34.06226","-118.304481"
"CAMINO NUEVO CHARTER ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",821,"824","YES","YES",98,"NO","22","30",420,200.16,0,"No",3,4,"Out","34.05545","-118.273561"
"CAMINO NUEVO CHARTER ACADEMY NO. 4","LOS ANGELES","LOS ANGELES UNIFIED",775,"790","YES","YES",93,"NO","25","32",488,219.36,0,"No",3,4,"Out","34.07665","-118.265021"
"CAMINO NUEVO ELEMENTARY NO. 3","LOS ANGELES","LOS ANGELES UNIFIED",764,"779","YES","YES",97,"NO","24","26",520,236.64,0,"No",3,4,"Out","34.0393","-118.295211"
"CANFIELD AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",893,"898","YES","NO",26,"NO","21","29",287,129.6,0,"No",0,2,"O","34.05059","-118.390271"
"CANOGA PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",752,"759","YES","YES",100,"NO","23","27",560,254.88,0,"No",3,4,"Out","34.20556","-118.605151"
"CANTARA STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",809,"828","YES","YES",100,"NO","21","27",378,173.28,1,"Yes",3,4,"Out","34.21842","-118.525231"
"CANTERBURY AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",800,"807","YES","YES",100,"NO","22","29",716,335.04,0,"No",3,4,"Out","34.23291","-118.429191"
"CANYON ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",978,"971","NO","NO",1,"NO","20","33",274,126.72,0,"No",0,1,"N","34.03208","-118.511971"
"CANYON RIM ELEMENTARY","ORANGE","ORANGE UNIFIED",904,"913","NO","NO",13,"NO","29","28",513,235.2,0,"No",0,4,"Out","33.845104","-117.741871"
"CANYON SPRINGS COMMUNITY ELEMENTARY","LOS ANGELES","SULPHUR SPRINGS UNION",827,"794","YES","YES",80,"NO","21","23",386,173.76,0,"No",2,4,"Out","34.419628","-118.468058"
"CANYON VIEW ELEMENTARY","ORANGE","IRVINE UNIFIED",959,"963","NO","YES",6,"NO","26","28",611,273.12,0,"No",0,4,"Out","33.72673","-117.754361"
"CANYON VISTA ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",894,"927","NO","NO",8,"NO","27","32",511,239.52,0,"No",0,4,"Out","33.561302","-117.735398"
"CAPISTRANO AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",861,"B","NO","NO",74,"NO","20","19",254,114.72,0,"No",1,1,"J","34.21665","-118.616371"
"CAPISTRANO VIRTUAL/HOME","ORANGE","CAPISTRANO UNIFIED",885,"902","NO","NO",10,"NO","29","17",159,40.8,0,"No",0,0,"M","33.48376","-117.671771"
"CAPTAIN RAYMOND COLLINS","LOS ANGELES","PARAMOUNT UNIFIED",714,"714","YES","YES",86,"NO","27","28",397,170.4,0,"No",2,4,"Out","33.866216","-118.147598"
"CARL E. GILBERT ELEMENTARY","ORANGE","BUENA PARK ELEMENTARY",768,"797","YES","YES",89,"NO","28","29",534,234.24,0,"No",2,4,"Out","33.8678","-118.006901"
"CARL HANKEY ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",843,"854","YES","YES",34,"NO","24","35",282,132.96,0,"No",0,2,"O","33.56965","-117.655061"
"CARL HARVEY ELEMENTARY","ORANGE","SANTA ANA UNIFIED",819,"811","YES","YES",95,"NO","30","26",284,127.2,0,"No",3,1,"B","33.726265","-117.896136"
"CARLOS SANTANA ARTS ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",667,"657","YES","YES",100,"NO","24","27",381,174.72,0,"No",3,4,"Out","34.239207","-118.464797"
"CARMELA ELEMENTARY","LOS ANGELES","SOUTH WHITTIER ELEMENTARY",699,"693","YES","YES",85,"NO","30","34",385,173.76,0,"No",2,4,"Out","33.931314","-118.048389"
"CAROLDALE LEARNING COMMUNITY","LOS ANGELES","LOS ANGELES UNIFIED",835,"840","YES","YES",55,"NO","22","27",754,346.08,0,"No",1,4,"Out","33.822805","-118.283277"
"CARPENTER COMMUNITY CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",943,"942","NO","NO",8,"NO","23","30",622,292.32,0,"No",0,4,"Out","34.14112","-118.392981"
"CARPENTER ELEMENTARY","LOS ANGELES","DOWNEY UNIFIED",801,"792","YES","YES",87,"NO","N/A","32",565,254.88,0,"No",2,4,"Out","33.9107","-118.132941"
"CARSON-GORE ACADEMY OF ENVIORNMENTAL STU","LOS ANGELES","LOS ANGELES UNIFIED",728,"755","YES","YES",100,"NO","22","25",411,186.72,0,"No",3,4,"Out","34.03949","-118.319141"
"CARSON STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",854,"849","YES","YES",70,"NO","21","30",433,200.64,0,"No",1,4,"Out","33.83256","-118.275211"
"CARTHAY CENTER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",780,"815","YES","YES",68,"NO","24","22",225,96.96,0,"No",1,0,"I","34.05956","-118.369051"
"CARVER ELEMENTARY","LOS ANGELES","COMPTON UNIFIED",820,"804","YES","YES",73,"NO","19","22",212,94.56,0,"No",1,0,"I","33.924208","-118.250217"
"CARVER ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",901,"915","YES","NO",27,"NO","26","28",288,135.84,0,"No",0,2,"O","33.811636","-118.128718"
"CARVER ELEMENTARY","LOS ANGELES","SAN MARINO UNIFIED",967,"966","NO","YES",4,"NO","25","28",435,204.96,0,"No",0,4,"Out","34.125667","-118.089435"
"CASTAIC ELEMENTARY","LOS ANGELES","CASTAIC UNION",844,"846","NO","NO",13,"NO","18","23",398,184.32,0,"No",0,4,"Out","34.471145","-118.630836"
"CASTELAR STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",874,"852","YES","YES",100,"NO","23","28",429,194.88,1,"Yes",3,4,"Out","34.0641","-118.239611"
"CASTILLE ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",891,"922","NO","NO",17,"NO","25","34",483,224.64,0,"No",0,4,"Out","33.61506","-117.657651"
"CASTLE HEIGHTS ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",899,"896","YES","YES",32,"NO","23","29",388,180.96,0,"No",0,4,"Out","34.03834","-118.398241"
"CASTLE ROCK ELEMENTARY","LOS ANGELES","WALNUT VALLEY UNIFIED",935,"924","NO","YES",12,"NO","26","32",375,174.72,0,"No",0,4,"Out","33.9723","-117.843731"
"CASTLEBAY LANE CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",939,"952","NO","NO",11,"NO","23","31",459,212.16,0,"No",0,4,"Out","34.29341","-118.547481"
"CATSKILL AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",827,"778","YES","YES",84,"NO","23","28",413,189.6,0,"No",2,4,"Out","33.81182","-118.270311"
"CECIL B. STOWERS ELEMENTARY","LOS ANGELES","ABC UNIFIED",886,"892","YES","YES",33,"NO","27","29",474,220.32,0,"No",0,4,"Out","33.875876","-118.047651"
"CEDARCREEK ELEMENTARY","LOS ANGELES","SAUGUS UNION",802,"824","YES","YES",74,"NO","30","31",341,150.72,0,"No",1,3,"L","34.426375","-118.475851"
"CEDARGROVE ELEMENTARY","LOS ANGELES","CHARTER OAK UNIFIED",863,"883","YES","YES",57,"NO","24","32",648,302.88,0,"No",1,4,"Out","34.10123","-117.864951"
"CEDARLANE ACADEMY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",812,"820","YES","YES",84,"NO","20","32",485,224.16,0,"No",2,4,"Out","33.998725","-117.950884"
"CELERITY CARDINAL CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",893,"863","YES","NO",96,"NO","22","23",84,39.84,0,"No",3,0,"A","34.203648","-118.37771"
"CELERITY DYAD CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",871,"888","YES","YES",100,"NO","23","28",484,230.4,0,"No",3,4,"Out","34.002579","-118.259296"
"CELERITY EXA CHARTER","LOS ANGELES","PASADENA UNIFIED",810,"B","NO","NO",93,"NO","19","23",157,72,0,"No",3,0,"A","34.155083","-118.152748"
"CELERITY NASCENT CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",910,"891","YES","YES",99,"NO","23","23",341,162.72,0,"No",3,3,"D","34.02587","-118.333431"
"CELERITY OCTAVIA CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",903,"895","YES","YES",95,"NO","22","24",258,122.88,0,"No",3,1,"B","33.98937","-118.315631"
"CELERITY PALMATI CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",895,"866","YES","YES",94,"NO","21","27",170,80.16,0,"No",3,0,"A","34.18865","-118.397481"
"CELERITY SIRIUS CHARTER","LOS ANGELES","LOS ANGELES COUNTY OFFICE OF E",789,"779","YES","NO",91,"NO","21","22",214,100.32,0,"No",2,0,"E","33.916176","-118.222898"
"CELERITY TROIKA CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",947,"966","YES","YES",76,"NO","21","26",300,144,0,"No",1,2,"K","34.13957","-118.197781"
"CENTER FOR ADVANCED LEARNING","LOS ANGELES","LOS ANGELES UNIFIED",830,"816","YES","YES",90,"NO","26","26",200,94.08,0,"No",2,0,"E","34.01066","-118.255961"
"CENTER STREET ELEMENTARY","LOS ANGELES","EL SEGUNDO UNIFIED",901,"922","YES","NO",17,"NO","24","33",446,207.36,0,"No",0,4,"Out","33.925065","-118.403986"
"CENTINELA ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",787,"772","YES","YES",96,"NO","30","31",542,243.84,0,"No",3,4,"Out","33.977744","-118.346464"
"CENTRAL ELEMENTARY","LOS ANGELES","BALDWIN PARK UNIFIED",765,"750","YES","YES",89,"NO","20","28",371,168.96,0,"No",2,4,"Out","34.083688","-117.952526"
"CENTRAL REGION ELEMENTARY #21","LOS ANGELES","LOS ANGELES UNIFIED",740,"B","NO","NO",89,"NO","23","27",266,117.6,0,"No",2,1,"F","34.001878","-118.257387"
"CENTRALIA ELEMENTARY","ORANGE","CENTRALIA ELEMENTARY",832,"829","YES","YES",85,"NO","27","29",427,187.2,0,"No",2,4,"Out","33.83335","-118.004791"
"CENTURY PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",769,"790","YES","NO",100,"NO","20","26",263,118.08,0,"No",3,1,"B","33.93643","-118.319801"
"CERES ELEMENTARY","LOS ANGELES","EAST WHITTIER CITY ELEMENTARY",873,"850","YES","YES",74,"NO","19","32",238,108,0,"No",1,1,"J","33.935985","-118.027543"
"CERRITOS ELEMENTARY","LOS ANGELES","ABC UNIFIED",962,"964","YES","YES",21,"NO","28","32",509,238.56,0,"No",0,4,"Out","33.865566","-118.041388"
"CERRITOS ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",875,"845","YES","YES",88,"NO","24","32",282,126.24,0,"No",2,1,"F","34.125364","-118.254455"
"CERRITOS ELEMENTARY","ORANGE","SAVANNA ELEMENTARY",820,"801","YES","YES",51,"NO","25","26",351,161.28,0,"No",1,3,"L","33.81105","-118.015071"
"CESAR CHAVEZ ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",744,"761","YES","YES",100,"NO","21","24",223,101.76,0,"No",3,0,"A","34.08892","-118.167881"
"CESAR CHAVEZ ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",771,"744","YES","YES",87,"NO","24","28",292,133.44,0,"No",2,2,"G","33.90294","-118.074871"
"CESAR E. CHAVEZ ELEMENTARY","LOS ANGELES","MONTEBELLO UNIFIED",727,"750","YES","YES",100,"NO","33","32",660,302.4,0,"No",3,4,"Out","33.973373","-118.1546"
"CHANDLER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",850,"873","YES","YES",65,"NO","21","30",355,164.16,0,"No",1,3,"L","34.16581","-118.438981"
"CHAPARRAL ELEMENTARY","LOS ANGELES","CLAREMONT UNIFIED",923,"930","NO","NO",11,"NO","23","32",491,230.88,0,"No",0,4,"Out","34.116823","-117.708272"
"CHAPARRAL ELEMENTARY","LOS ANGELES","LAS VIRGENES UNIFIED",908,"912","NO","NO",4,"NO","22","26",432,204,0,"No",0,4,"Out","34.1413","-118.619637"
"CHAPARRAL ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",770,"773","YES","YES",86,"NO","26","26",666,291.84,0,"No",2,4,"Out","34.563249","-118.040176"
"CHAPARRAL ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",928,"938","NO","NO",7,"NO","27","34",648,303.36,0,"No",0,4,"Out","33.561738","-117.634678"
"CHAPMAN ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",877,"877","YES","YES",79,"NO","21","23",266,121.44,0,"No",2,1,"F","33.89551","-118.312861"
"CHAPMAN HILLS ELEMENTARY","ORANGE","ORANGE UNIFIED",916,"912","NO","NO",18,"NO","30","32",296,138.72,0,"No",0,2,"O","33.79001","-117.768111"
"CHARLES BURSCH ELEMENTARY","LOS ANGELES","BALDWIN PARK UNIFIED",806,"799","YES","YES",87,"NO","19","24",429,194.4,0,"No",2,4,"Out","34.08939","-117.974651"
"CHARLES G. EMERY ELEMENTARY","ORANGE","BUENA PARK ELEMENTARY",866,"890","YES","YES",45,"NO","29","31",483,218.88,0,"No",1,4,"Out","33.88522","-117.983991"
"CHARLES H. KIM ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",885,"874","YES","YES",72,"NO","23","27",403,184.32,0,"No",1,4,"Out","34.07029","-118.308271"
"CHARLES H. LEE ELEMENTARY","LOS ANGELES","AZUSA UNIFIED",793,"801","YES","YES",94,"NO","21","23",296,130.08,0,"No",3,2,"C","34.13092","-117.899454"
"CHARLES HELMERS ELEMENTARY","LOS ANGELES","SAUGUS UNION",918,"923","NO","NO",7,"NO","25","31",605,281.28,0,"No",0,4,"Out","34.437084","-118.55254"
"CHARLES J. CARVER ELEMENTARY","LOS ANGELES","ABC UNIFIED",859,"863","YES","YES",41,"NO","26","29",426,197.28,0,"No",1,4,"Out","33.856531","-118.068611"
"CHARLES W. BARRETT ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",711,"732","YES","YES",88,"NO","22","24",723,313.44,0,"No",2,4,"Out","33.94825","-118.281101"
"CHARLES WAGNER ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",909,"917","YES","NO",22,"NO","22","30",321,146.88,0,"No",0,2,"O","33.89169","-117.851721"
"CHARLES WHITE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",769,"835","YES","YES",81,"NO","22","28",288,128.64,0,"No",2,2,"G","34.06037","-118.279741"
"CHARNOCK ROAD ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",808,"796","YES","YES",71,"NO","23","22",234,108,0,"No",1,1,"J","34.01797","-118.420221"
"CHASE STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",742,"780","YES","YES",100,"NO","22","25",432,195.36,1,"Yes",3,4,"Out","34.22648","-118.439681"
"CHATSWORTH PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",826,"858","YES","NO",53,"NO","22","32",252,112.8,0,"No",1,1,"J","34.25815","-118.606931"
"CHAVEZ ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",794,"798","YES","YES",70,"NO","27","31",317,144,0,"No",1,2,"K","33.77028","-118.182931"
"CHEREMOYA AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",846,"844","YES","YES",73,"NO","22","31",196,90.24,0,"No",1,0,"I","34.10595","-118.320901"
"CHERRYLEE ELEMENTARY","LOS ANGELES","EL MONTE CITY",803,"803","YES","YES",80,"NO","31","29",333,150.72,0,"No",2,3,"H","34.093141","-118.008728"
"CHILDREN OF PROMISE PREPARATORY ACADEMY","LOS ANGELES","INGLEWOOD UNIFIED",745,"746","NO","NO",81,"NO","26","21",84,37.92,0,"No",2,0,"E","33.933835","-118.327232"
"CHIME INSTITUTE'S SCHWARZENEGGER COMMUNI","LOS ANGELES","LOS ANGELES UNIFIED",833,"852","NO","NO",18,"NO","3","22",458,218.88,0,"No",0,4,"Out","34.165432","-118.56292"
"CHRISTIAN SORENSEN ELEMENTARY","LOS ANGELES","WHITTIER CITY ELEMENTARY",848,"845","YES","YES",67,"NO","27","32",291,132.96,0,"No",1,2,"K","33.977938","-118.059929"
"CHRISTOPHER DENA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",734,"726","YES","YES",100,"NO","21","29",352,160.32,1,"Yes",3,3,"D","34.02184","-118.210541"
"CIELO VISTA ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",846,"849","YES","YES",48,"NO","28","30",606,279.36,0,"No",1,4,"Out","33.64626","-117.586211"
"CIENEGA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",794,"768","YES","YES",100,"NO","22","25",430,195.36,0,"No",3,4,"Out","34.032393","-118.353927"
"CIMARRON AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",804,"770","YES","NO",75,"NO","20","20",212,96,0,"No",1,0,"I","33.92905","-118.315961"
"CIMARRON ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",798,"818","YES","YES",82,"NO","25","31",633,274.56,0,"No",2,4,"Out","34.554648","-118.049418"
"CIRCLE VIEW ELEMENTARY","ORANGE","OCEAN VIEW",929,"940","NO","NO",13,"NO","27","30",573,264.48,0,"No",0,4,"Out","33.73336","-118.019221"
